Модуль ошибки псевдодальности	Время, с	Ошибка, м
732801600			0.572884	0.902924		0.727621	0.0957901		0.626849		0.116222								0.118855	1.02579						1.72871					0.380123		
732801610			0.534784	0.99916		0.709393	0.0705195		0.649611		0.0428491								1.25148	1.29206						2.72342							
732801620			0.464727	0.93519		0.732505	0.0922393		0.64685		0.285142								0.97836	0.862181						2.14363							
732801630			0.354973	0.88015		0.714563	0.0380827		0.689108		0.166369								0.823585	1.95402						2.69235							
732801640			0.465864	0.925918		0.758716	0.252829		0.680739		0.00121472								0.0766116	0.709271						1.42518							
732801650			0.29277	0.877224		0.756968	0.0646949		0.667692		0.34071								0.377234	3.45926						2.33484							
732801660			0.658358	0.761101		0.74528	0.0261727		0.717287		0.227261								0.255819	2.63728						3.87611							
732801670			0.684055	0.890473		0.77607	0.00741705		0.719865		0.148883								0.990928	3.10518						3.25241							
732801680			0.582177	0.779004		0.819573	0.0223967		0.718986		0.17318								0.732252	3.48946						4.28565							
732801690			0.46561	0.797788		0.852873	0.11271		0.725477		0.055869								0.258581	4.47417						5.0896							
732801700			0.796892	0.856749		0.822692	0.173657		0.741714		0.225997								0.158518	5.37618													
732801710			0.872812	0.934503		0.852562	0.177652		0.754051		0.130265								0.131423	4.29998													
732801720			0.713883	0.868969		0.82407	0.0348705		0.779818		0.101801								0.192603	4.31987													
732801730			0.724408	0.904788		0.811628	0.0102901		0.79663		0.0341032								0.103842	1.57582													
732801740			0.537058	0.815246		0.83321	0.132879		0.817048		0.0487673								0.329146	0.165661													
732801750			0.485441	0.809404		0.812837	0.0849776		0.847695		0.19507								0.11492	1.78588													
732801760			0.68401	0.712403		0.816834	0.085462		0.847181		0.00560573								0.0461665	3.77709													
732801770			0.630982	0.8935		0.841	0.103615		0.861009		0.718205								0.534651	5.47032													
732801780			0.850871	0.658947		0.90209	0.101531		0.893569		0.354253								0.610031	5.66558													
732801790			0.601665	0.694907		0.95486	0.00346952		0.890823		0.391986								0.0826055														
732801800			0.656839	0.717059		0.943847	0.0757198		0.912988		0.688641								0.407578														
732801810			0.135409	0.838784		0.93948	0.0405103		0.934729		0.22437								0.010087														
732801820			0.730724	0.694296		0.905891	0.0424015		0.955468		0.568779								0.575032														
732801830			0.747505	0.757159		0.902641	0.0841267		0.919784		0.101282								0.656824														
732801840			0.464316	0.448911		0.883204	0.0345121		0.977347		0.170187								0.184692														
732801850			0.583586	0.574078		0.845277	0.0464675		1.01669		0.980226								0.132264											0.950367			
732801860			0.592234	0.807231		0.844488	0.0328894		1.02128		0.257875								0.645158											0.746515			
732801870			0.465164	0.716007		0.856107	0.00455144		1.07794		0.103702								0.457752											0.12171			
732801880			0.525095	0.703012		0.816256	0.0498112		1.06379		0.0943272								0.835518											0.391242			
732801890			0.542451	0.824027		0.832964	0.00206504		1.03266		0.0737091								0.723093											0.0367226			
732801900			0.7649	0.730802		0.829359	0.0855922		0.982075		0.0403223								0.264765											0.361758			
732801910			0.632223	0.723154		0.818339	0.121796		0.958294		0.262553								0.170616											0.383403			
732801920			0.501917	0.762141		0.782162	0.193452		0.94573		0.38832								0.170849											0.434534			
732801930			0.153804	0.627202		0.765051	0.219938		0.966717		0.227188								0.586129											0.663152			
732801940			0.509848	0.827388		0.783705	0.204921		0.955617		0.523034								0.271156											0.591342			
732801950			0.477067	0.541919		0.7241	0.191234		0.956962		1.28867								0.531804											0.466444			
732801960			0.439957	0.713572		0.743622	0.141506		0.915128		0.629746								0.731941											0.475358			
732801970			0.854126	0.749871		0.719061	0.203118		0.899368		0.777672								0.0550445											0.357821			
732801980			0.469544	0.580019		0.718205	0.228987		0.865689		0.478606								0.674852											0.693039			
732801990			0.894376	0.809282		0.682934	0.228531		0.860994		0.474105								0.484302											0.654512			
732802000			0.507965	0.679588		0.692313	0.22488		0.891192		0.334458								0.116175											0.663257			
732802010			0.269797	0.836645		0.719042	0.214861		0.880249		0.543841								0.201963														
732802020			0.668438	0.69966		0.657635	0.202689		0.890029		1.48272								0.294885														
732802030			0.362791	0.89606		0.691623	0.224589		0.882846		1.06446																						
732802040			0.0933262	1.07893		0.690233	0.224593		0.870712		1.62949																						
732802050			0.339306	0.707064		0.685122	0.329013		0.912908		1.51145																						
732802060			0.453878	0.572655		0.66664	0.32962		0.885481		1.403																						
732802070			0.49602	1.05373		0.67071	0.351233		0.860226		1.85717																			0.680464			
732802080			0.379901	0.689048		0.660536	0.387853		0.891316		1.67258								0.207252											0.57259			
732802090			0.190255	0.651283		0.641011	0.423745		0.897487		0.672518								0.35888											0.439021			
732802100			0.709686	0.353451		0.64457	0.391302		0.905499																					0.459435			
732802110			0.342206	0.418792		0.675742	0.45961		0.884686																					0.412937			
732802120			0.252735	0.746841		0.73565	0.407832		0.900039																					0.53954			
732802130			0.187852	0.500908		0.722001	0.423459		0.926485																					0.481923			
