Hatch-фильтр	Время, с	Вклад, м
0	0
624888520,0.151516
624888530,0.656559
624888540,0.324398
624892500,0.210344
624892510,0.932855
624892520,0.352186
624892530,0.636755
624894000,0.625627
624894010,0.46094
624894020,0.620891
624894030,1.01636
624894040,1.37121
624894050,0.530987
624894060,0.736934
624894070,0.677949
624894080,0.147705
624894090,0.797256
624894100,0.373742
624894110,0.135819
624894120,0.102594
624894130,0.209059
624894140,0.212684
624894150,0.328559
624894160,0.205243
624894170,0.610044
624894180,0.215275
624894190,0.20907
624894200,0.664691
624894210,0.491751
624894220,0.276135
624894230,0.461173
624894240,0.0992932
624894250,0.0713357
624894260,0.203993
624894270,0.214768
624894280,0.520699
624894290,0.253471
624894300,0.152431
624894310,0.109028
624894320,0.551231
624894330,0.24369
624894340,0.454745
624894350,0.229954
624894360,0.428487
624899200,0.549283
624899210,0.808494
624899270,0.509036
624899280,0.0762624
624899300,0.244775
624899310,0.605141
624899840,0.210737
624899850,1.29307
624899860,0.661789
624901930,0.117201
624901940,0.109766
624901950,0.64558
624901960,1.21953
624901970,0.272438
624901980,0.13126
624901990,0.566684
624902000,0.0165926
624902010,0.641263
624902020,0.491797
624902250,0.189041
624902260,0.356377
624902270,0.696134
624902280,0.289591
624905280,0.237303
624909060,0.0603574
624909070,0.548491
624909080,0.293032
624909090,0.30696
624909100,0.32002
624909110,0.494448
624909120,0.255851
624909130,0.106712
624910150,0.196861
624910890,0.163482
624910900,0.634129
624910910,0.27294
624910920,0.387215
624910930,0.327499
624910940,0.483372
624910950,0.277763
624910960,0.590697
624910970,0.139198
624910980,0.0397675
624911200,0.411016
624911210,0.322158
624912200,0.199482
624912220,0.315283
624912230,0.333409
624912240,0.505703
624912250,0.423717
624912260,0.520811
624912270,0.197446
624912280,0.559854
624912520,0.782827
624912530,0.25614
624912540,0.44903
624912550,0.104062
624912560,0.393969
624912570,0.285621
624912580,0.356367
624912590,0.339347
624912640,0.603447
624916060,0.0946923
624916070,0.395887
624916080,0.392547
624916670,0.337206
624917720,0.642199
624919470,0.338841
624919480,0.161079
624919490,0.55139
624919500,0.127927
624919510,0.526416
624919520,0.595466
624919530,0.745937
624919540,0.127522
624919550,0.408664
624921900,0.101548
624922210,0.289892
624922220,0.414362
624922230,0.268956
624922240,0.27876
624922250,0.487785
624922260,0.873884
624922270,0.402421
624922280,0.135524
624922290,0.362201
624922300,0.692705
624922310,0.548086
624922320,1.20394
624924640,0.967726
624924650,0.431917
624924760,0.193779
624924790,0.288267
624924810,0.190646
624924840,0.233335
624924850,1.26056
624924870,0.0746731
624924880,0.776405
624924900,0.0833217
624925510,0.0460445
624925520,0.396035
624925890,0.255148
624925900,0.138204
624925910,0.388973
624925920,0.281041
624925930,0.320408
624925940,0.339696
624925950,0.417528
624925960,0.618796
624925970,0.261507
624925980,0.314604
624929320,0.0981637
624929330,0.318092
624930620,0.328964
624930630,0.435922
624930640,0.198549
624930650,0.173549
624930660,0.21754
624930670,0.200416
624932150,0.270966
624932160,0.417702
624932170,0.262242
624932180,0.179845
624932190,0.109899
624932200,0.32481
624932210,0.111919
624932220,0.41365
624932230,0.241629
624932240,0.429676
624932250,0.141946
624932260,0.445499
624932270,0.133036
624932280,0.321586
624932290,0.423438
624932300,0.158527
624932310,0.261772
624932320,0.11564
624932330,0.193963
624932340,0.29137
624932350,0.109829
624932360,0.425207
624932370,0.233212
624932380,0.317444
624932390,0.0998966
624932400,0.351119
624932410,0.139802
624932420,0.20644
624932430,0.194555
624932440,0.0664991
624932450,0.356307
624932460,0.253388
624932470,0.252281
624932480,0.243892
624932490,0.266497
624932500,0.129102
624932510,0.0743359
624932520,0.101798
624932530,0.258619
624936590,0.543248
624936600,0.152606
624936610,0.620128
624936620,0.369424
624936630,0.375519
624936640,0.851116
624937430,0.544011
624937440,0.300365
624937450,0.68923
624937460,0.145512
624937470,0.2492
624937480,0.621958
624937490,0.317597
624937500,0.486324
624937510,0.241992
624937520,0.771356
624937530,0.340862
624937540,0.184098
624937550,0.395362
624937560,1.07828
624937570,0.345605
624937580,1.02375
624937590,0.848247
624937600,0.447867
624938230,0.221547
624941490,0.110173
624941500,1.20865
624941510,0.536654
624944370,0.546256
624944380,0.133481
624944390,0.595092
624944400,0.551207
624944410,0.1439
624944420,0.352187
624945440,0.0235231
624945450,0.29214
624945460,0.916521
624945470,0.170158
624949250,0.203029
624949260,0.852547
624949430,0.384986
624949440,0.982336
624949450,0.180467
624949480,0.160946
624949520,0.453677
624949540,0.168805
624949560,0.256089
624950300,0.406176
624950310,0.740697
624950320,0.521869
624950330,0.900846
624950340,0.623679
624950350,0.706754
624950360,0.597428
624950370,0.555543
624950380,0.542297
624950390,0.862355
624952110,0.505269
624952120,0.29197
624952130,0.434937
624952150,0.416782
624953830,0.161549
624953840,1.26635
624953850,0.313253
624953860,0.549639
624953870,0.285213
624954150,0.0713451
624954650,0.402307
624957760,0.305791
624957770,0.86929
624957780,0.407894
624957790,0.134974
624957800,0.467347
624957810,0.700097
624959220,0.165799
624959230,0.489248
624959240,0.29833
624959250,0.353056
624959260,0.224168
624959270,0.0350526
624959280,0.456032
624959290,0.360829
624959410,0.504828
624959420,0.58377
624959430,0.344209
624959440,0.623591
624959450,0.105822
624959460,0.102577
624959470,0.194367
624959480,0.276902
624959490,0.927282
624959500,0.394843
624959510,0.570967
624959520,0.191414
624959530,1.01984
624959540,0.281921
624959550,0.729854
624959560,0.22275
624959570,0.589579
624959580,0.262629
624959590,0.200314
624959600,0.197958
624959610,0.726758
624962390,0.118651
624962400,0.157173
624962410,0.0482327
624962420,0.427639
624965060,0.756016
624965070,0.623606
624965080,0.510913
624965090,0.660489
624967120,0.12828
624967600,0.147249
624967610,0.463858
624967620,0.404898
624967630,0.544205
624967640,0.35805
624967650,0.34597
624967660,0.388193
624967670,0.247108
624967680,0.482628
624967690,0.315718
624967700,0.360808
624967710,0.56799
624967720,0.353174
624967730,0.269633
624967740,0.106591
624967750,0.842666
624967760,0.366929
624967770,0.495636
624967780,0.323663
624968410,0.261878
624968420,0.73183
624968430,0.348965
624968440,0.693479
624968450,0.364972
624968460,0.161768
624968470,0.532223
624968480,0.559417
624968490,0.45226
624968500,0.420759
624968510,0.186927
624968520,0.231671
624968530,0.245633
624968540,0.494504
624968550,0.38519
624970020,0.596442
624970030,0.456769
624970040,0.279347
624971570,0.107853
624971580,0.484739
624971590,0.679965
624971600,0.330746
624971610,0.856911
624971620,0.311265
624971630,0.805691
624971640,0.566227
624971650,0.777533
624971660,0.32387
624971670,0.0945959
624971680,0.71774
624971690,0.233259
624973790,0.551452
624973800,0.792012
624973810,0.492952
624974260,0.131134
624974270,0.348651
624974280,0.322594
