Модуль ошибки
Время, с	Ошибка, м
732849840	67.2324
732849850	67.0348
732849860	65.9641
732849870	65.7531
732849880	65.7282
732849890	66.4416
732849900	66.1969
732849910	65.4877
732849920	65.3931
732849930	65.5787
732849940	66.2797
732849950	66.8008
732849960	66.5185
732849970	65.2794
732849980	64.8927
732849990	65.2642
732850000	65.6826
732850010	66.391
732850020	66.5392
732850030	66.1951
732850040	65.8673
732850050	65.7905
732850060	66.1482
732850070	66.4638
732850080	52.9782
732850090	53.4313
732850100	54.157
732850110	51.6848
732850120	51.9718
732850130	51.6754
732850140	52.62
732850150	47.731
732850160	46.9278
732850170	47.2958
732850180	34.3456
732850190	35.2526
732850200	35.2083
732850210	35.1647
732850220	36.5172
732850230	35.9689
732850240	35.7218
732850250	35.4464
732850260	35.6287
732850270	36.0061
732850280	36.2348
732850290	35.9031
732850300	36.1083
732850310	36.3707
732850320	36.926
732850330	36.9107
732850340	36.999
732850350	37.0054
732850360	36.7445
732850370	36.8477
732850380	36.7778
732850390	36.9962
732850400	37.1371
732850410	37.61
732850420	37.8248
732850430	38.2053
732850440	37.9111
732850450	37.9171
732850460	37.8357
732850470	37.6874
732850480	38.1587
732850490	37.7685
732850500	37.5996
732850510	37.6575
732850520	38.1309
732850530	37.9215
732850540	38.0444
732850550	38.4267
732850560	38.8162
732850570	39.0057
732850580	38.8685
732850590	38.0522
732850600	38.3134
732850610	38.0558
732850620	38.2751
732850630	38.3505
732850640	38.0334
732850650	37.6252
732850660	37.6569
732850670	37.97
732850680	37.9565
732850690	37.4852
732850700	37.3994
732850710	37.4069
732850720	37.0297
732850730	36.9295
732850740	37.1408
732850750	37.4886
732850760	37.839
732850770	38.0866
732850780	38.4725
732850790	37.4358
732850800	37.5814
732850810	38.4022
732850820	38.5978
732850830	38.7349
732850840	39.3258
732850850	40.0122
732850860	40.1277
732850870	41.2164
732850880	40.7108
732850890	39.4888
732850900	36.5732
732850910	37.2355
732850920	33.6441
732850930	34.1991
732850940	35.4112
732850950	34.4207
732850960	34.038
732850970	34.1039
732850980	33.5717
732850990	33.0944
732851000	32.7438
732851010	32.2242
732851020	32.3288
732851030	32.4171
732851040	32.5756
732851050	32.5267
732851060	32.6528
732851070	31.7471
732851080	30.7852
732851090	30.7795
732851100	31.3401
732851110	31.0988
732851120	31.6372
732851130	31.3802
732851140	30.9884
732851150	30.5365
732851160	30.9162
732851170	30.797
732851180	30.7865
732851190	30.4674
732851200	29.6286
732851210	29.3624
732851220	28.9576
732851230	28.7657
732851240	28.5366
732851250	28.2437
732851260	27.4343
732851270	27.7231
732851280	27.0968
732851290	27.0092
732851300	27.0488
732851310	26.2708
732851320	25.9805
732851330	25.855
732851340	25.2397
732851350	49.1315
732851360	47.5939
732851370	45.6023
732851380	42.9498
732851390	40.255
732851400	23.8201
732851410	22.2714
732851420	22.6754
732851430	22.5926
732851440	22.5849
732851450	21.8258
732851460	21.5076
732851470	21.2942
732851480	21.0333
732851490	20.6022
732851500	20.4159
732851510	19.9237
732851520	19.7804
732851530	19.7533
732851540	18.4894
732851550	18.8674
732851560	20.6472
732851570	19.4893
732851580	19.2874
732851590	16.2178
732851600	16.0347
732851610	16.2199
732851620	15.7779
732851630	15.035
732851640	15.8985
732851650	15.0927
732851660	15
732851670	14.3954
732851680	14.9123
732851690	14.2968
732851700	12.8475
732851710	11.3
732851720	11.3864
732851730	10.3608
732851740	10.6853
732851750	10.3769
732851760	10.312
732851770	10.1675
732851780	7.93754
732851790	9.65445
732851800	7.88462
732851810	7.65263
732851820	7.17703
732851830	6.60093
732851840	6.70068
732851850	5.80466
732851860	5.17443
732851870	4.60955
732851880	4.16567
732851890	4.02628
732851900	3.65573
732851910	3.119
732851920	3.08278
732851930	3.43708
732851940	1.91454
732851950	2.24261
732851960	2.2334
732851970	3.2226
732851980	2.80732
732851990	1.68421
732852000	0.95458
732852010	1.42968
732852020	1.66144
732852030	1.61523
732852040	8.31406
732852050	5.05127
732852060	4.5319
732852070	3.04697
732852080	4.12833
732852120	0
732852170	7.92224
732852180	8.37503
732852190	8.6377
732852200	8.08015
732852210	8.56804
732852220	8.61533
732852230	9.32712
732852240	9.91421
732852250	11.0765
732852260	10.7949
732852270	11.2539
732852280	11.2488
732852290	12.3889
732852300	12.7881
732852310	13.3635
732852320	13.6452
732852330	13.9755
732852340	14.6232
732852350	14.4918
732852360	14.624
732852370	15.3761
732852380	15.9983
732852390	16.6804
732852400	17.8281
732852410	17.6499
732852420	18.7845
732852430	18.6519
732852440	19.0517
732852450	19.3683
732852460	20.2099
732852470	19.5187
732852480	20.2314
732852490	20.4816
732852500	20.0927
732852510	20.3631
732852520	20.5948
732852530	20.9507
732852540	21.2247
732852550	21.9131
732852560	22.5526
732852570	22.5247
732852580	22.5104
732852590	22.8405
732852600	23.3877
732852610	23.8261
732852620	23.9434
732852630	24.5005
732852640	24.7652
732852650	24.9024
732852660	25.6624
732852670	26.4251
732852680	26.5195
732852690	26.8062
732852700	27.7437
732852710	28.2458
732852720	28.9807
732852730	29.1109
732852740	29.0161
732852750	29.358
732852760	29.5224
732852770	29.3907
732852780	30.08
732852790	30.2288
732852800	30.8094
732852810	30.9448
732852820	31.4899
732852830	31.5994
732852840	32.2139
732852850	32.564
732852860	33.2905
732852870	34.0562
732852880	34.5863
732852890	31.9531
732852900	32.4701
732852910	32.6346
732852920	32.7985
732852930	32.6673
732852940	33.4504
732852950	33.4296
732852960	33.5104
732852970	33.5398
732852980	34.2018
732852990	34.1519
732853000	34.1724
732853010	34.8659
732853020	34.7543
732853030	35.257
732853040	35.0469
732853050	35.1691
732853060	35.2441
732853070	35.6854
732853080	36.0687
732853090	36.188
732853100	36.7006
732853110	36.8742
732853120	37.0451
732853130	37.1605
732853140	37.0492
732853150	37.32
732853160	37.2722
732853170	37.4143
732853180	37.8991
732853190	37.5489
732853200	37.4292
732853210	38.0199
732853220	38.0076
732853230	38.3555
732853240	38.2749
732853250	38.2568
732853260	37.8966
732853270	38.1453
732853280	38.7702
732853290	39.5944
732853300	39.6485
732853310	39.9736
732853320	40.0006
732853330	41.0128
732853340	37.6785
732853350	37.5921
732853360	37.8017
732853370	37.7176
732853380	37.6962
732853390	37.723
732853400	38.053
732853410	37.8455
732853420	37.9713
732853430	37.9496
732853440	38.1262
732853450	38.114
732853460	38.1471
732853470	38.4124
732853480	38.4512
732853490	38.8058
732853500	38.6077
732853510	38.4588
732853520	37.8967
732853530	37.9787
732853540	37.8957
732853550	38.1925
732853560	38.1366
732853570	38.4539
732853580	38.3813
732853590	38.1747
732853600	38.8844
732853610	39.1418
732853620	38.8418
732853630	38.0979
732853640	38.4296
732853650	38.3929
732853660	38.409
732853670	38.5325
732853680	38.4925
732853690	38.6125
732853700	38.286
732853710	38.2096
732853720	38.8809
732853730	38.9204
732853740	38.1926
732853750	39.291
732853760	38.2671
732853770	37.3124
732853780	37.1215
732853790	37.7298
732853800	37.1637
732853810	38.2651
732853820	38.5504
732853830	38.0615
732853840	37.1161
732853850	37.3549
732853860	37.4411
732853870	38.088
732853880	37.2387
732853890	36.9397
732853900	37.3433
732853910	36.8464
732853920	32.8047
732853930	32.9237
732853940	32.5428
732853950	32.6615
732853960	32.6603
732853970	32.4233
732853980	32.4704
732853990	32.4219
732854000	32.2169
732854010	31.609
732854020	31.2719
732854030	30.8152
732854040	29.9969
732854050	28.8242
732854060	29.2097
732854070	27.9638
732854080	27.3151
732854090	27.1543
732854100	26.4276
732854110	26.6229
732854120	26.0176
732854130	24.9818
732854140	25.2909
732854370	16.631
732854380	17.3081
732854390	17.5005
732854400	17.1297
732854410	17.7087
732854420	16.3167
732854450	15.0243
732854460	14.4418
732854470	14.0257
732854480	13.981
732854490	14.1434
732854560	0
732854570	10.6216
732854660	7.70325
732854670	7.35754
732854680	6.80974
732854690	6.33124
732854700	5.43722
732854710	4.79501
732854720	7.0464
732854730	6.45617
732854740	4.78005
732854750	3.4363
732854760	2.65669
732854770	2.34055
732854780	4.79236
732854790	2.82536
732854800	2.17396
732854810	0.84695
732854820	1.64942
732854830	1.39074
732854840	0.702355
732854850	1.73034
732854860	1.87842
732854870	2.18639
732854880	3.65333
732854890	3.06628
732854900	3.88936
732854910	4.27299
732854920	4.95396
732854930	4.94408
732854940	5.26083
732854950	7.31377
732854960	5.70492
732854970	7.37356
732854980	7.58627
732854990	7.4599
732855000	8.5028
732855010	8.97687
732855020	9.77368
732855030	9.63109
732855040	9.98604
732855050	9.24375
732855060	9.83633
732855070	10.3857
732855080	10.6057
732855090	10.5696
732855100	10.8425
732855110	11.257
732855120	11.7476
732855130	12.5072
732855140	12.5651
732855150	13.0272
732855160	13.3941
732855170	13.7888
732855180	13.9752
732855190	14.5155
732855200	14.9172
732855210	15.5461
732855220	15.5288
732855230	16.2774
732855240	16.7696
732855250	16.8942
732855260	17.5841
732855270	17.7258
732855280	18.1035
732855290	18.5105
732855300	19.0219
732855310	19.304
732855320	19.6407
732855330	20.2109
732855340	20.8663
732855350	21.352
732855360	21.569
732855370	21.8355
732855380	22.1281
732855390	22.0586
732855400	22.7105
732855410	23.2735
732855420	23.6078
732855430	23.9484
732855440	24.5207
732855450	24.6299
732855460	25.4481
732855470	25.8379
732855480	26.1129
732855490	27.0075
732855500	27.4571
732855510	27.8358
732855520	28.7385
732855530	28.5842
732855540	28.6742
732855550	29.2294
732855560	26.4729
732855570	26.6741
732855580	27.3669
732855590	28.0036
732855600	27.5145
732855610	28.0057
732855620	27.7736
732855630	29.0895
732855640	28.7894
732855650	28.534
732855660	29.0981
732855670	29.2735
732855680	29.8261
732855690	69.4035
732855700	30.206
732855710	30.3545
732855720	30.7227
732855730	31.4235
732855740	76.9284
732855750	76.6166
732855760	77.8496
732855770	79.2107
732855780	79.5497
732855790	80.3569
732855800	79.8576
732855810	78.7716
732855820	78.0119
732855830	78.1943
732855840	78.5048
732855850	77.785
732855860	76.7212
732855870	79.0197
732855880	79.2717
732855890	79.9482
732855900	79.6228
732855910	80.1886
732855920	80.8175
732855930	80.8689
732855940	76.4751
732855950	74.5353
732855960	74.3256
732855970	73.4889
732855980	72.0683
732855990	70.4144
732856000	68.3657
732856010	69.9963
732856020	67.896
732856030	64.7514
732856040	57.2666
732856050	37.4841
732856060	37.4656
732856070	37.3506
732856080	37.3227
732856090	36.318
732856100	36.368
732856110	36.4671
732856120	36.8852
732856130	36.4144
732856140	36.6061
732856150	36.532
732856160	40.002
732856170	36.365
732856180	36.6405
732856190	37.4284
732856200	36.8571
732856210	37.405
732856220	37.2071
732856230	36.9086
732856240	37.4365
732856250	37.3845
732856260	37.4967
732856270	37.4108
732856280	37.1766
732856290	37.5418
732856300	37.5224
732856310	38.2082
732856320	38.4538
732856330	38.5586
732856340	37.7232
732856350	37.3076
732856360	37.4296
732856370	37.1397
732856380	36.8076
732856390	37.3214
732856400	36.5412
732856410	37.5908
732856420	78.3111
732856430	80.0182
732856440	81.4377
732856450	82.3446
732856460	82.7386
732856470	82.932
732856480	83.1025
732856490	81.0496
732856500	80.2398
732856510	79.2624
732856520	77.1048
732856530	76.6733
732856540	76.2151
732856550	75.82
732856560	85.6539
732856570	88.663
732856580	88.7894
732856590	87.5086
732856600	86.2171
732856610	82.4755
732856620	80.4689
732856630	80.7967
732856640	79.1306
732856650	50.9684
732856660	50.8354
732856670	49.8127
732856680	49.4464
732856690	50.7526
732856700	52.5021
732856710	52.4036
732856720	41.0254
732856730	44.3453
732856740	42.5854
732856750	43.1233
732856760	43.2538
732856770	44.868
732856780	44.7202
732856790	45.8402
732856800	45.4191
732856810	45.7382
732856820	33.1874
732856830	31.5754
732856840	30.9948
732856850	31.089
732856860	30.7259
732856870	68.323
732856880	75.6243
732856890	73.3845
732856900	75.3887
732856910	78.9923
732856920	82.9638
732856930	26.8696
732856940	26.9334
732856950	26.5218
732856960	26.1279
732856970	25.6071
732856980	25.0954
732856990	25.4061
732857000	24.8606
732857010	24.5975
732857020	23.7313
732857030	23.6991
732857040	22.3309
732857050	22.4994
732857060	22.4023
732857070	21.8792
732857080	21.418
732857090	20.9576
732857100	20.6971
732857110	20.6758
732857120	19.9827
732857130	20.013
732857140	20.3941
732857150	20.1971
732857160	18.9163
732857170	19.0396
732857180	18.6188
732857190	18.523
732857200	18.3596
732857250	15.7616
732857260	15.7258
732857270	15.2889
732857280	15.4839
732857290	15.0341
732857300	15.2323
732857310	14.6325
732857320	14.0698
732857330	13.5838
732857340	13.5394
732857350	14.2364
732857360	13.9658
732857370	13.6868
732857380	14.4957
732857390	11.7292
732857400	10.9988
732857410	10.9162
732857420	10.6059
732857430	9.84841
732857440	10.0245
732857450	9.94121
732857460	8.68816
732857470	8.31332
732857480	8.29322
732857490	6.87185
732857500	6.71563
732857510	6.37813
732857520	6.54238
732857530	5.06469
732857540	5.50697
732857550	4.85936
732857560	5.06054
732857570	5.15593
732857580	6.77741
732857590	7.7795
732857600	6.00082
732857610	5.66884
732857620	7.80796
732857630	2.8474
732857640	1.11037
732857650	1.18647
732857720	0
732857730	0
732857740	0
732857880	10.3726
732857890	10.764
732857900	10.3603
732857910	11.0005
732857920	10.2752
732857930	12.8887
732857940	19.9115
732857950	17.5903
732857960	13.2031
732857970	12.5986
732857980	15.1148
732857990	14.9833
732858000	13.7759
732858010	14.2989
732858020	16.2694
732858030	18.8447
732858040	15.3455
732858050	14.9264
732858060	19.4767
732858070	23.5639
732858080	17.1796
732858090	17.8472
732858100	18.1909
732858110	18.9801
732858120	19.5576
732858130	18.4733
732858140	19.4412
732858150	20.9646
732858160	20.3359
732858170	21.1995
732858180	21.2357
732858190	21.1414
732858200	21.5978
732858210	22.0006
732858220	21.8817
732858230	22.2652
732858240	22.6393
732858250	23.2814
732858260	23.7741
732858270	24.0762
732858280	24.8417
732858290	25.0801
732858300	25.191
732858310	25.4417
732858320	25.6974
732858330	26.4396
732858340	26.8219
732858350	27.11
732858360	26.7226
732858370	26.7705
732858380	27.288
732858390	28.16
732858400	28.2378
732858410	28.358
732858420	28.3494
732858430	28.8594
732858440	29.4356
732858450	29.636
732858460	29.5817
732858470	29.316
732858480	30.6321
732858490	30.8105
732858500	30.4386
732858510	31.0561
732858520	31.3326
732858530	31.8638
732858540	31.9162
732858550	32.4531
732858560	32.9583
732858570	33.1165
732858580	33.8713
732858590	33.4545
732858600	34.2866
732858610	34.5503
732858620	35.1423
732858630	35.3441
732858640	36.1678
732858650	36.9457
732858660	36.4973
732858670	37.3291
732858680	37.5836
732858690	39.016
732858700	40.4313
732858710	40.6481
732858720	40.6618
732858730	40.8337
732858740	35.2468
732858750	35.297
732858760	35.7657
732858770	35.5365
732858780	35.6344
732858790	35.7326
732858800	36.0517
732858810	36.6206
732858820	36.3444
732858830	35.8995
732858840	36.3296
732858850	36.7228
732858860	37.1134
732858870	36.6427
732858880	36.9779
732858890	36.8891
732858900	37.3299
732858910	37.4963
732858920	36.6183
732858930	37.5826
732858940	38.0772
732858950	38.209
732858960	38.3049
732858970	38.5336
732858980	38.2341
732858990	37.929
732859000	37.8423
732859010	37.9548
732859020	37.468
732859030	38.2546
732859040	37.8209
732859050	38.5374
732859060	38.0942
732859070	37.9854
732859080	38.4468
732859090	38.6825
732859100	38.3528
732859110	37.7305
732859120	37.6812
732859130	37.8157
732859140	36.7046
732859150	38.3326
732859160	38.3933
732859170	38.3728
732859180	39.2043
732859190	39.2758
732859200	39.4366
732859210	38.8697
732859220	39.1123
732859230	38.3508
732859240	38.2437
732859250	38.975
732859260	38.8154
732859270	37.6926
732859280	37.9597
732859290	37.5548
732859300	37.2754
732859310	37.0213
732859320	37.2493
732859330	36.85
732859340	37.1921
732859350	36.5681
732859360	36.8773
732859370	37.1303
732859380	36.5306
732859390	36.3019
732859400	37.5669
732859410	36.2155
732859420	32.4968
732859430	36.1877
732859440	35.7255
732859450	36.8676
732859460	37.304
732859470	36.7753
732859480	36.5559
732859490	36.9509
732859500	36.2445
732859510	37.0965
732859520	36.4057
732859530	35.0606
732859540	31.7967
732859550	31.7123
732859560	31.3702
732859570	31.0533
732859580	31.0101
732859590	30.9545
732859600	30.5812
732859610	30.245
732859620	30.1062
732859630	30.0597
732859640	30.0071
732859650	29.8645
732859660	29.4791
732859670	29.3536
732859680	29.1193
732859690	28.8599
732859700	28.3702
732859710	27.9431
732859720	27.6944
732859730	27.8545
732859740	27.7116
732859750	27.6599
732859760	27.7381
732859770	26.4864
732859780	26.1555
732859790	25.7995
732859800	25.377
732859810	26.4985
732859820	26.2706
732859860	23.2786
732859870	19.8986
732859880	22.8516
732859890	24.6962
732859900	23.94
732859910	22.5254
732859920	20.684
732859930	21.6618
732859940	20.8874
732859970	53.0355
732859980	21.2505
732859990	21.2391
732860000	20.098
732860010	19.9124
732860020	19.6968
732860030	19.1213
732860040	18.8007
732860050	18.5841
732860060	18.2898
732860070	17.6901
732860080	17.2753
732860090	16.8014
732860100	16.5917
732860110	16.0775
732860120	15.7113
732860130	15.048
732860140	15.0507
732860150	14.6055
732860160	14.2099
732860170	13.7198
732860180	13.2232
732860190	12.8237
732860200	12.6288
732860210	12.1566
732860220	11.811
732860230	11.2423
732860240	10.83
732860250	10.5689
732860260	10.0234
732860270	9.50756
732860280	9.08739
732860290	8.80035
732860300	8.29869
732860310	7.86416
732860320	7.39485
732860330	7.3411
732860340	6.73103
732860350	6.45246
732860360	5.84274
732860370	5.48635
732860380	5.09065
732860390	4.52199
732860400	4.18712
732860410	3.98354
732860420	3.43175
732860430	2.88018
732860440	3.13418
732860450	2.19815
732860460	2.06651
732860470	1.30263
732860480	0.915941
732860490	0.682085
732860500	0.429826
732860510	1.1551
732860520	1.40888
732860530	1.89865
732860540	2.40406
732860550	2.54604
732860560	2.84349
732860570	3.00187
732860580	3.39347
732860590	4.22112
732860600	4.74547
732860610	5.44079
732860620	6.98997
732860630	7.34532
732860640	7.67354
732860650	8.31021
732860660	8.22957
732860670	8.57732
732860680	9.17628
732860730	9.52364
732860740	9.85928
732860750	10.6316
732860760	10.8892
732860770	11.2731
732860780	11.7383
732860790	12.3337
732860800	12.5523
732860810	12.9845
732860820	13.2469
732860830	13.396
732860840	15.3046
732860850	15.6429
732860860	15.4118
732860870	16.1913
732860880	16.5654
732860890	16.0171
732860900	16.378
732860910	17.5249
732860920	18.2146
732860930	18.3915
732860940	19.3321
732860950	20.1308
732860960	20.7345
732860970	20.7002
732860980	19.1104
732860990	19.5307
732861000	19.9901
732861010	20.4542
732861020	20.7401
732861030	20.9858
732861040	21.633
732861050	22.2325
732861060	22.939
732861070	23.6635
732861080	23.5612
732861090	24.2969
732861100	23.7667
732861110	24.4938
732861120	24.2784
732861130	24.8923
732861140	25.0584
732861150	25.0016
732861160	25.783
732861170	26.0747
732861180	26.116
732861190	26.5753
732861200	27.2684
732861210	27.2625
732861220	27.9381
732861230	28.1639
732861240	28.0061
732861250	28.7086
732861260	28.9624
732861270	29.2435
732861280	29.1162
732861290	29.6652
732861300	30.0954
732861310	30.6755
732861320	30.7519
732861330	31.3692
732861340	31.1169
732861350	31.0488
732861360	31.4822
732861370	31.712
732861380	32.4079
732861390	33.4803
732861400	32.1743
732861410	32.5216
732861420	32.6468
732861430	32.798
732861440	33.3177
732861450	36.7712
732861460	36.9887
732861470	37.2789
732861480	33.7719
732861490	34.1899
732861500	34.4063
732861510	34.5596
732861520	34.7358
732861530	35.2503
732861540	34.7496
732861550	34.4287
732861560	35.1236
732861570	34.778
732861580	35.1977
732861590	35.9136
732861600	35.5261
732861610	35.8209
732861620	36.3219
732861630	36.3888
732861640	37.0796
732861650	37.6668
732861660	37.6647
732861670	37.6137
732861680	34.1304
732861690	34.1522
732861700	34.3942
732861710	34.4122
732861720	34.3537
732861730	34.6353
732861740	34.6333
732861750	34.8746
732861760	35.1377
732861770	35.1205
732861780	35.5465
732861790	35.5617
732861800	35.3826
732861810	36.0348
732861820	35.8163
732861830	36.096
732861840	35.9
732861850	36.097
732861860	36.0399
732861870	36.1545
732861880	35.9574
732861890	36.1572
732861900	36.3965
732861910	36.4675
732861920	36.3422
732861930	36.4361
732861940	36.9609
732861950	36.9
732861960	36.9379
732861970	37.0044
732861980	37.0414
732861990	36.9338
732862000	36.8131
732862010	36.4743
732862020	36.8625
732862030	37.2034
732862040	37.3609
732862050	37.968
732862060	37.1355
732862070	36.8791
732862080	36.6527
732862090	36.3459
732862100	36.741
732862110	36.6284
732862120	37.6052
732862130	36.7651
732862140	37.9667
732862150	38.4915
732862160	36.5623
732862170	35.8326
732862180	36.2517
732862190	36.5583
732862200	38.1325
732862210	36.5029
732862220	37.8254
732862230	37.5108
732862240	34.377
732862250	34.2505
732862260	34.1357
732862270	33.4237
732862280	33.0061
732862290	33.0909
732862300	33.0852
732862310	33.6001
732862320	33.5786
732862330	33.5005
732862340	33.6221
732862350	32.6258
732862360	32.4451
732862370	34.6024
732862380	35.1834
732862390	33.7493
732862400	33.9396
732862410	33.8167
732862420	33.6802
732862430	32.3806
732862440	32.4534
732862450	31.6422
732862460	31.6716
732862470	30.979
732862480	31.1933
732862490	30.9146
732862500	30.0852
732862510	29.9784
732862520	29.7939
732862530	29.1844
732862540	29.0705
732862550	29.1044
732862560	28.7582
732862570	28.2354
732862580	27.6293
732862590	27.4487
732862600	27.3734
732862610	27.0067
732862620	26.7661
732862630	26.7313
732862640	26.2207
732862650	26.1472
732862660	25.4356
732862670	24.9968
732862680	24.6738
732862690	24.3768
732862700	24.3609
732862710	23.3856
732862720	23.3149
732862730	23.0959
732862740	23.0482
732862750	22.5728
732862760	21.8631
732862770	21.5879
732862780	21.2473
732862790	20.8529
732862800	20.1882
732862810	20.5389
732862820	25.6003
732862860	0
732862870	17.7562
732862880	18.1312
732862890	17.9461
732862900	17.5657
732862910	17.0084
732862920	16.7235
732862930	16.2349
732862940	16.5226
732862950	15.4899
732862960	14.9553
732862970	14.4472
732862980	14.1389
732862990	13.9422
732863000	13.4689
732863010	13.3073
732863020	13.2081
732863030	12.4296
732863040	12.3305
732863050	11.6948
732863060	11.9969
732863070	11.8407
732863080	11.3626
732863090	11.2945
732863100	10.0074
732863110	9.51125
732863120	9.16209
732863130	8.76222
732863140	8.42446
732863150	8.04444
732863160	7.45301
732863170	6.96824
732863180	6.56483
732863190	6.16241
732863200	5.81699
732863210	5.44103
732863220	5.02433
732863230	4.66983
732863240	4.0927
732863250	3.705
732863260	3.31699
732863270	2.88803
732863280	2.55071
732863290	2.01267
732863300	1.9154
732863310	1.82025
732863320	1.61433
732863330	1.76666
732863340	3.73692
732863350	2.15231
732863360	3.31316
732863370	2.17178
732863380	2.24606
732863390	2.96118
732863400	4.0719
732863410	3.68864
732863420	6.4193
732863430	6.5671
732863440	5.15719
732863450	7.17064
732863460	8.62371
732863470	5.88297
732863480	6.21484
732863490	6.48125
732863500	6.97983
732863510	7.31132
732863520	7.69311
732863530	8.13681
732863540	8.55503
732863550	8.8519
732863560	9.21876
732863570	9.57084
732863580	10.3368
732863590	10.4561
732863600	10.8186
732863610	11.2886
732863620	11.81
732863630	12.2904
732863640	12.5033
732863650	12.9686
732863660	13.4897
732863670	13.8196
732863680	14.3645
732863690	14.7928
732863700	15.1191
732863710	15.5319
732863720	16.242
732863730	16.6431
732863740	17.4321
732863750	19.0636
732863760	19.9128
732863770	18.6788
732863780	18.2546
732863790	19.3421
732863800	19.007
732863810	19.5987
732863820	20.5911
732863830	20.8853
732863840	21.0669
732863850	21.7588
732863860	21.1601
732863870	21.2774
732863880	21.4971
732863890	22.3316
732863900	22.9168
732863910	23.4648
732863920	23.8759
732863930	24.476
732863940	24.7658
732863950	24.9626
732863960	24.2238
732863970	25.0463
732863980	25.0211
732863990	25.8086
732864000	25.7956
732864010	26.2383
732864020	26.962
732864030	27.3011
732864040	26.9293
732864050	27.3877
732864060	27.914
732864070	28.0682
732864080	28.1106
732864090	28.77
732864100	29.4749
732864110	29.8591
732864120	30.4892
732864130	31.4144
732864140	31.9387
732864150	31.5218
732864160	31.9714
732864170	32.0906
732864180	32.2244
732864190	32.8678
732864200	33.0003
732864210	32.8032
732864220	34.045
732864230	31.0046
732864240	31.2561
732864250	31.588
732864260	36.256
732864270	37.6226
732864280	39.3013
732864290	41.0361
732864300	32.9944
732864310	33.1398
732864320	33.3845
732864330	33.6687
732864340	33.5802
732864350	34.1525
732864360	37.9354
732864370	34.6733
732864380	34.684
732864390	35.0268
732864400	34.7025
732864410	35.4299
732864420	35.6421
732864430	36.0156
732864440	36.2748
732864450	35.8781
732864460	36.2654
732864470	36.6606
732864480	36.3364
732864490	36.5793
732864500	36.6192
732864510	37.962
732864520	37.675
732864530	38.0093
732864540	38.092
732864550	38.417
732864560	37.9088
732864570	38.1692
732864580	37.7638
732864590	38.3663
732864600	38.4662
732864610	38.1808
732864620	38.5995
732864630	38.6279
732864640	39.4257
732864650	40.1421
732864660	38.6476
732864670	39.203
732864680	40.4201
732864690	40.5919
732864700	40.4976
732864710	40.9429
732864720	41.2096
732864730	41.4893
732864740	41.5057
732864750	36.43
732864760	36.4513
732864770	36.6203
732864780	36.5602
732864790	36.8715
732864800	37.333
732864810	37.2398
732864820	36.9856
732864830	37.321
732864840	37.4793
732864850	37.6116
732864860	37.5064
732864870	37.1781
732864880	37.2586
732864890	37.4581
732864900	37.6705
732864910	37.3581
732864920	37.8381
732864930	37.1774
732864940	37.2986
732864950	36.9266
732864960	36.8301
732864970	36.4277
732864980	36.3102
732864990	36.5732
732865000	36.5595
732865010	36.4449
732865020	36.1825
732865030	36.2568
732865040	35.8195
732865050	35.8024
732865060	35.574
732865070	35.4718
732865080	35.3137
732865090	35.1793
732865100	35.0684
732865110	34.9943
732865120	34.8206
732865130	34.6438
732865140	34.5049
732865150	34.2908
732865160	33.9536
732865170	33.9035
732865180	33.9103
732865190	33.4506
732865200	33.439
732865210	33.3109
732865220	33.2886
732865230	33.1372
732865240	32.6742
732865250	32.8807
732865260	32.0858
732865270	103.522
732865280	105.687
732865290	105.593
732865300	106.583
732865310	108.954
732865320	110.864
732865330	72.1123
732865340	74.4159
732865350	75.3459
732865360	75.5662
732865370	76.8782
732865380	77.6521
732865390	77.6622
732865400	77.751
732865410	85.589
732865420	27.8339
732865430	27.6588
732865440	27.2928
732865450	26.8413
732865460	26.3344
732865470	26.248
732865480	25.8872
732865490	25.5178
732865500	25.8779
732865510	25.2857
732865520	24.6501
732865530	24.3014
732865540	23.9986
732865550	23.6968
732865560	22.9738
732865570	22.9127
732865580	22.8636
732865590	22.0276
732865600	85.6551
732865610	101.782
732865620	21.6505
732865630	20.8667
732865640	20.2969
732865650	19.7732
732865660	19.8539
732865670	19.0252
732865680	18.8596
732865690	19.1219
732865700	19.0154
732865710	19.4859
732865720	16.8447
732865730	16.6538
732865740	16.3459
732865750	15.9402
732865760	15.6797
732865770	15.0144
732865780	14.6925
732865790	15.4408
732865800	14.8665
732865810	14.7667
732865820	13.6884
732865830	13.7104
732865840	13.099
732865850	13.4955
732865860	12.6553
732865870	12.5451
732865880	11.783
732865890	11.7678
732865900	161.806
732865910	161.218
732865920	159.215
732865930	159.057
732865940	159.891
732865950	159.82
732865960	159.137
732865970	158.994
732865980	161.027
732865990	161.793
732866000	162.236
732866010	162.368
732866020	160.655
732866030	162.748
732866040	163.698
732866050	162.901
732866060	163.861
732866070	164.348
732866080	165.305
732866090	167.144
732866100	167.527
732866110	166.782
732866120	167.462
732866130	165.702
732866140	166.185
732866150	3.77948
732866160	3.13367
732866170	2.82144
732866180	0.87689
732866190	3.64779
732866200	280.492
732866210	226.695
732866220	228.266
732866230	385.076
732866240	388.746
732866250	386.339
732866260	390.151
732866270	386.078
732866280	282.828
732866290	281.153
732866300	235.775
732866310	240.658
732866320	517
732866330	516.647
732866340	525.169
732866350	536.389
732866360	14.169
732866370	17.1295
732866380	17.9737
