Модуль ошибки
Время, с	Ошибка, м
732817130	31.6771
732817140	32.1281
732817150	31.4533
732817160	31.2234
732817170	30.4858
732817180	30.7195
732817190	30.4033
732817200	30.5511
732817210	29.0714
732817220	28.9787
732817230	29.0533
732817240	28.6603
732817250	27.5849
732817260	27.4885
732817270	27.0049
732817280	26.8918
732817290	26.814
732817300	26.2726
732817310	25.8558
732817320	26.1496
732817330	25.7249
732817340	25.0329
732817350	25.202
732817360	24.5613
732817370	24.6282
732817380	24.5566
732817390	24.4542
732817400	24.1303
732817410	23.0321
732817420	23.1854
732817430	23.2936
732817440	22.7116
732817450	21.7364
732817460	21.4306
732817470	21.2983
732817480	20.8601
732817490	20.057
732817500	19.3911
732817510	19.5481
732817520	19.1207
732817530	19.4338
732817540	18.2981
732817550	18.2326
732817560	17.7046
732817570	17.2977
732817580	17.0356
732817590	16.9909
732817600	15.8314
732817610	15.6678
732817620	15.9428
732817630	15.3733
732817640	14.9222
732817650	14.637
732817660	14.3296
732817670	13.4794
732817680	12.9904
732817690	12.2943
732817700	12.4863
732817710	12.5026
732817720	12.3088
732817730	10.9056
732817740	10.7026
732817750	10.5004
732817760	10.403
732817770	9.86239
732817780	9.18561
732817790	8.52484
732817800	8.12866
732817810	7.96581
732817820	7.25213
732817830	7.21675
732817840	6.63784
732817850	6.45373
732817860	5.1817
732817870	5.38063
732817880	4.97164
732817890	4.29536
732817900	3.73424
732817910	3.42327
732817920	3.42219
732817930	3.14623
732817940	4.60839
732817950	3.5425
732817960	2.31049
732817970	1.88181
732817980	0.86001
732817990	1.61522
732818000	4.73076
732818010	4.21772
732818020	5.69948
732818030	5.94564
732818040	1.87382
732818050	2.60965
732818060	3.40681
732818070	3.7198
732818080	5.298
732818090	4.30724
732818100	4.50887
732818110	5.33008
732818120	5.84861
732818130	6.97222
732818140	6.99015
732818150	6.80588
732818160	7.46062
732818170	7.62907
732818180	8.67533
732818190	8.95557
732818200	9.45773
732818210	9.49825
732818220	9.81333
732818230	10.5067
732818240	10.657
732818250	11.142
732818260	11.544
732818270	11.8185
732818280	11.9504
732818290	13.1709
732818300	13.2898
732818310	13.782
732818320	14.0656
732818330	14.2246
732818340	14.5847
732818350	15.1289
732818360	15.6476
732818370	15.9589
732818380	16.4076
732818390	16.5141
732818400	16.5631
732818410	17.1951
732818420	17.7293
732818430	18.1956
732818440	17.8132
732818450	18.0629
732818460	18.7794
732818470	19.403
732818480	19.6147
732818490	19.5859
732818500	20.7858
732818510	21.1397
732818520	22.0161
732818530	21.7792
732818540	21.9978
732818550	22.9871
732818560	22.9297
732818570	23.5912
732818580	23.9702
732818590	24.2066
732818600	25.0525
732818610	25.1615
732818620	25.9184
732818630	26.2477
732818640	26.4107
732818650	25.5021
732818660	25.6323
732818670	27.1101
732818680	27.2401
732818690	26.3706
732818700	26.9007
732818710	27.2412
732818720	27.1737
732818730	27.8162
732818740	28.5157
732818750	28.4871
732818760	28.5435
732818770	28.5622
732818780	29.4392
732818790	29.977
732818800	30.2907
732818810	30.2438
732818820	30.5986
732818830	30.8538
732818840	31.3888
732818850	31.2601
732818860	30.7645
732818870	31.6111
732818880	31.9722
732818890	32.0377
732818900	32.6693
732818910	32.7407
732818920	32.6442
732818930	33.0883
732818940	33.1167
732818950	33.6324
732818960	33.6181
732818970	33.559
732818980	34.3289
732818990	35.6127
732819000	35.2854
732819010	35.0196
732819020	35.086
732819030	35.9955
732819040	35.6513
732819050	35.814
732819060	36.7383
732819070	36.8215
732819080	36.6983
732819090	37.3249
732819100	37.2948
732819110	37.9718
732819120	37.674
732819130	37.5504
732819140	37.122
732819150	37.1754
732819160	37.213
732819170	37.5683
732819180	38.454
732819190	38.5351
732819200	39.532
732819210	39.8224
732819220	39.898
732819230	39.477
732819240	40.0953
732819250	40.6645
732819260	40.7102
732819270	40.5032
732819280	41.0473
732819290	40.4035
732819300	39.5792
732819310	39.6026
732819320	39.2146
732819330	38.9962
732819340	39.0321
732819350	38.8429
732819360	39.0734
732819370	39.2689
732819380	39.2269
732819390	39.0159
732819400	38.8047
732819410	38.7989
732819420	39.0747
732819430	39.5941
732819440	39.5745
732819450	38.8812
732819460	38.4913
732819470	38.9879
732819480	38.7547
732819490	38.4328
732819500	38.2312
732819510	38.1116
732819520	38.3287
732819530	37.917
732819540	38.0008
732819550	38.4775
732819560	38.216
732819570	38.0794
732819580	38.0464
732819590	38.1476
732819600	38.0296
732819610	37.4338
732819620	37.0758
732819630	37.3891
732819640	37.3649
732819650	37.364
732819660	37.2439
732819670	36.6703
732819680	36.3336
732819690	36.7358
732819700	36.4671
732819710	36.5247
732819720	36.4053
732819730	36.3337
732819740	36.0043
732819750	36.1546
732819760	35.1965
732819770	35.3342
732819780	35.5034
732819790	35.5673
732819800	35.3716
732819810	35.2026
732819820	34.8156
732819830	34.8382
732819840	34.2575
732819850	33.5041
732819860	33.1531
732819870	33.4817
732819880	33.0549
732819890	32.7261
732819900	33.2118
732819910	33.0066
732819920	32.4818
732819930	32.5104
732819940	32.5134
732819950	32.0542
732819960	31.5707
732819970	31.4964
732819980	31.1427
732819990	30.6961
732820000	30.396
732820010	30.0156
732820020	29.185
732820030	29.1146
732820040	28.6863
732820050	28.3264
732820060	27.8267
732820070	27.3845
732820080	27.9012
732820090	27.5874
732820100	27.5136
732820110	26.7003
732820120	26.6959
732820130	26.0753
732820140	26.0456
732820150	25.7895
732820160	25.451
732820170	25.1351
732820180	24.4765
732820190	24.0766
732820200	23.576
732820210	23.6815
732820220	23.6107
732820230	23.2488
732820240	23.4537
732820250	22.7944
732820260	22.3574
732820270	21.3095
732820280	20.5988
732820290	20.1786
732820300	19.6749
732820310	19.9694
732820320	19.1969
732820330	18.5786
732820340	18.7776
732820350	18.3019
732820360	17.6583
732820370	17.6932
732820380	17.4245
732820390	17.0497
732820400	16.3174
732820410	16.1658
732820420	15.2105
732820430	14.9215
732820440	15.241
732820450	14.6344
732820460	14.0356
732820470	13.5647
732820480	12.8909
732820490	13.1461
732820500	12.8618
732820510	12.4027
732820520	12.3946
732820530	11.5252
732820540	11.4414
732820550	12.3387
732820560	11.9098
732820570	12.3837
732820580	10.0768
732820590	10.6058
732820600	9.99549
732820610	8.88427
732820620	9.12713
732820630	8.46036
732820640	9.19498
732820650	8.93363
732820660	8.4401
732820670	7.59252
732820680	7.96291
732820690	6.70575
732820700	5.62056
732820710	5.21655
732820720	4.5495
732820730	4.30118
732820740	3.72241
732820750	3.16028
732820760	2.791
732820770	2.60225
732820780	3.16281
732820790	1.58825
732820800	1.65105
732820810	1.48034
732820820	2.19867
732820830	1.15202
732820840	0.667012
732820850	2.34528
732820860	1.98738
732820870	2.05988
732820880	2.88847
732820890	5.60134
732820900	4.09898
732820910	4.15011
732820920	4.40609
732820930	4.3394
732820940	5.2618
732820950	5.4144
732820960	5.44656
732820970	6.03012
732820980	7.4081
732820990	8.13413
732821000	7.33435
732821010	7.9145
732821020	8.46077
732821030	9.1956
732821040	10.1454
732821050	10.5186
732821060	68.2376
732821070	12.5382
732821080	12.4502
732821090	12.6529
732821100	12.7456
732821110	13.6103
732821120	16.7596
732821130	17.0744
732821140	15.9949
732821150	16.8005
732821160	16.9308
732821170	17.1998
732821180	16.5548
732821190	18.3329
732821200	17.1794
732821210	16.7624
732821220	17.633
732821230	17.6828
732821240	17.9599
732821250	17.9844
732821260	20.4248
732821270	19.4615
732821280	19.8942
732821290	21.5093
732821300	21.4422
732821310	19.2483
732821320	20.749
732821330	21.5331
732821340	21.555
732821350	22.0224
732821360	21.8746
732821370	22.2048
732821380	22.6848
732821390	22.857
732821400	21.0336
732821410	21.345
732821420	21.8415
732821430	21.9533
732821440	22.339
732821450	22.428
732821460	22.584
732821470	23.1484
732821480	23.6887
732821490	23.8654
732821500	24.0644
732821510	24.3335
732821520	24.6509
732821530	25.1373
732821540	25.4217
732821550	25.3895
732821560	25.5822
732821570	26.803
732821580	27.2065
732821590	27.5225
732821600	27.6592
732821610	27.9856
732821620	28.2732
732821630	28.3345
732821640	28.4395
732821650	28.8466
732821660	29.1732
732821670	29.7899
732821680	30.012
732821690	29.7951
732821700	29.9515
732821710	30.39
732821720	30.4004
732821730	30.8192
732821740	31.1242
732821750	31.3712
732821760	31.346
732821770	31.7342
732821780	31.812
732821790	31.7769
732821800	31.9929
732821810	32.2555
732821820	32.448
732821830	32.5497
732821840	32.7735
732821850	32.8136
732821860	33.3517
732821870	33.5305
732821880	33.5501
732821890	33.8474
732821900	33.9612
732821910	34.2946
732821920	34.635
732821930	35.4086
732821940	34.367
732821950	34.579
732821960	34.5056
732821970	34.6009
732821980	34.8464
732821990	35.1637
732822000	35.1761
732822010	35.2785
732822020	35.3633
732822030	35.6386
732822040	35.5414
732822050	35.75
732822060	35.8587
732822070	35.7022
732822080	36.0965
732822090	36.1644
732822100	36.0984
732822110	36.3687
732822120	36.4886
732822130	36.6374
732822140	36.5954
732822150	36.6933
732822160	36.7808
732822170	36.7586
732822180	36.5897
732822190	36.7637
732822200	36.8579
732822210	36.8598
732822220	36.9628
732822230	36.9994
732822240	36.9513
732822250	36.7891
732822260	37.0235
732822270	37.0701
732822280	36.9628
732822290	37.1077
732822300	37.2241
732822310	37.5453
732822320	37.2454
732822330	37.7623
732822340	37.6901
732822350	38.0774
732822360	37.4754
732822370	37.276
732822380	35.9928
732822390	35.7171
732822400	36.4875
732822410	36.3137
732822420	36.0666
732822430	36.0945
732822440	35.6877
732822450	36.6953
732822460	36.8953
732822470	36.5767
732822480	36.8457
732822490	36.5123
732822500	36.9292
732822510	36.3825
732822520	36.8439
732822530	37.1553
732822540	37.4363
732822550	37.3554
732822560	34.8516
732822570	33.4752
732822580	33.7203
732822590	33.5048
732822600	33.4694
732822610	32.8742
732822620	33.2217
732822630	33.4016
732822640	33.3228
732822650	33.4698
732822660	33.4556
732822670	32.6418
732822680	32.8194
732822690	32.5493
732822700	32.1807
732822710	33.0384
732822720	32.1173
732822730	31.5512
732822740	30.7465
732822750	30.4179
732822760	30.1778
732822770	30.044
732822780	30.2703
732822790	30.3562
732822800	29.8922
732822810	29.574
732822820	29.3232
732822830	29.2906
732822840	28.8835
732822850	28.5674
732822860	28.4627
732822870	29.0044
732822880	28.941
732822890	28.5988
732822900	28.3516
732822910	28.2422
732822920	27.4248
732822930	26.9779
732822940	26.7486
732822950	26.5772
732822960	26.2843
732822970	25.9228
732822980	26.0947
732822990	25.4091
732823000	24.9674
732823010	24.7807
732823020	24.4613
732823030	24.6263
732823040	24.4644
732823050	24.0696
732823060	23.752
732823070	23.1289
732823080	22.7414
732823090	22.3083
732823100	22.0201
732823110	21.7494
732823120	21.7778
732823130	21.7653
732823140	21.1463
732823150	20.6309
732823160	20.194
732823170	19.7938
732823180	19.1065
732823190	19.1496
732823200	18.7622
732823210	18.6767
732823220	18.0819
732823230	17.8479
732823240	17.0769
732823250	16.5378
732823260	16.5446
732823270	16.1328
732823280	16.0427
732823290	15.3005
732823300	15.0381
732823310	14.6993
732823320	14.1504
732823330	13.8061
732823340	13.6354
732823350	13.1734
732823360	12.7577
732823370	12.5515
732823380	12.3706
732823390	11.6093
732823400	10.9938
732823410	10.7517
732823420	10.3179
732823430	9.91025
732823440	9.60324
732823450	9.40831
732823460	8.77821
732823470	8.41588
732823480	8.04474
732823490	7.74942
732823500	7.09735
732823510	6.99563
732823520	6.2786
732823530	5.75084
732823540	5.70539
732823550	5.10129
732823560	4.63486
732823570	4.17698
732823580	3.9161
732823590	3.31537
732823600	2.93128
732823610	2.31896
732823620	2.04454
732823630	1.67649
732823640	1.46309
732823650	0.847705
732823660	0.197316
732823670	0.488808
732823680	2.35819
732823690	1.91902
732823700	2.06262
732823710	2.64226
732823720	2.49498
732823730	3.02662
732823740	3.20903
732823750	3.57261
732823760	4.44797
732823770	4.61704
732823780	5.16114
732823790	5.36007
732823800	5.83307
732823810	5.85006
732823820	6.33649
732823830	7.19889
732823840	7.47013
732823850	7.73226
732823860	9.08649
732823870	9.86536
732823880	9.35457
732823890	10.0228
732823900	9.69382
732823910	10.3852
732823920	10.8762
732823930	11.3974
732823940	11.6388
732823950	11.1338
732823960	11.7838
732823970	12.2159
732823980	13.2369
732823990	13.4223
732824000	14.0196
732824010	14.4749
732824020	15.8629
732824030	15.7881
732824040	16.9286
732824050	14.9134
732824060	15.2344
732824070	16.0057
732824080	16.034
732824090	16.3976
732824100	17.0022
732824110	17.3014
732824120	17.8787
732824130	18.37
732824140	18.5815
732824150	18.9725
732824160	19.3472
732824170	19.8635
732824180	20.5056
732824190	20.0229
732824200	20.644
732824210	21.1828
732824220	21.601
732824230	22.0616
732824240	22.1329
732824250	22.6073
732824260	23.0464
732824270	23.592
732824280	23.9701
732824290	24.0042
732824300	24.5784
732824310	24.4613
732824320	25.2008
732824330	25.6165
732824340	25.3853
732824350	26.1463
732824360	26.2845
732824370	26.4374
732824380	26.572
732824390	27.1944
732824400	27.5434
732824410	28.0352
732824420	27.8601
732824430	28.2973
732824440	28.2809
732824450	28.871
732824460	29.2101
732824470	29.6045
732824480	29.8137
732824490	30.0495
732824500	30.8137
732824510	30.9512
732824520	30.8734
732824530	31.0368
732824540	31.3739
732824550	31.6974
732824560	32.0447
732824570	31.9924
732824580	32.2749
732824590	33.2624
732824600	33.1751
732824610	33.3606
732824620	33.5687
732824630	33.2488
732824640	33.4074
732824650	34.2168
732824660	34.8458
732824670	34.6322
732824680	35.1818
732824690	35.1588
732824700	35.3053
732824710	35.3744
732824720	35.9914
732824730	36.2477
732824740	35.6239
732824750	35.9087
732824760	37.0649
732824770	35.8297
732824780	35.998
732824790	36.7863
732824800	36.4759
732824810	36.1178
732824820	37.0085
732824830	37.1191
732824840	37.1902
732824850	37.7582
732824860	37.57
732824870	37.6896
732824880	37.842
732824890	37.5697
732824900	38.1167
732824910	38.0833
732824920	37.9356
732824930	38.2683
732824940	39.0461
732824950	38.6717
732824960	38.1096
732824970	38.3897
732824980	38.6805
732824990	38.6613
732825000	39.3398
732825010	39.4355
732825020	39.8797
732825030	39.7906
732825040	40.483
732825050	39.2997
732825060	39.4567
732825070	39.499
732825080	39.5777
732825090	38.9284
732825100	39.3806
732825110	39.6595
732825120	40.0051
732825130	39.9841
732825140	40.3352
732825150	40.1261
732825160	39.6207
732825170	39.867
732825180	39.5752
732825190	40.6889
732825200	40.0052
732825210	40.5927
732825220	38.7942
732825230	37.7566
732825240	38.1409
732825250	38.4263
732825260	37.6363
732825270	37.8552
732825280	37.9704
732825290	37.419
732825300	37.9764
732825310	37.2316
732825320	37.0539
732825330	37.071
732825340	36.3388
732825350	36.6155
732825360	36.9011
732825370	36.6877
732825380	36.5668
732825390	36.5263
732825400	36.5566
732825410	35.1668
732825420	35.4212
732825430	36.0207
732825440	36.0606
732825450	35.5991
732825460	34.7978
732825470	34.1534
732825480	33.5071
732825490	33.7477
732825500	33.2042
732825510	33.144
732825520	33.3339
732825530	32.96
732825540	32.5333
732825550	32.4395
732825560	32.2934
732825570	32.0223
732825580	31.491
732825590	31.155
732825600	31.2711
732825610	31.0957
732825620	31.7393
732825630	31.0137
732825640	30.8221
732825650	30.0722
732825660	29.8378
732825670	29.9971
732825680	29.6238
732825690	29.132
732825700	28.7998
732825710	28.337
732825720	27.8184
732825730	27.2754
732825740	27.1051
732825750	26.5807
732825760	26.1459
732825770	25.2582
732825780	25.6193
732825790	26.131
732825800	25.9516
732825810	25.0163
732825820	24.9137
732825830	24.4787
732825840	24.0894
732825850	23.8353
732825860	23.6722
732825870	23.4306
732825880	22.562
732825890	22.5571
732825900	22.8247
732825910	22.1133
732825920	22.754
732825930	22.0125
732825940	22.1116
732825950	21.7661
732825960	21.3088
732825970	20.8847
732825980	20.5331
732825990	20.4086
732826000	20.3459
732826010	19.5479
732826020	19.3369
732826030	19.277
732826040	18.5161
732826050	18.5344
732826060	17.8544
732826070	17.6093
732826080	17.5264
732826090	17.1234
732826100	16.6498
732826110	16.2819
732826120	15.9143
732826130	15.548
732826140	15.0565
732826150	14.7815
732826160	14.5994
732826170	13.9784
732826180	13.8151
732826190	13.0706
732826200	12.9516
732826210	12.4555
732826220	12.1682
732826230	11.8423
732826240	11.3348
732826250	10.6647
732826260	10.093
732826270	9.83886
732826280	9.49315
732826290	9.24186
732826300	9.12396
732826310	9.30644
732826320	8.06922
732826330	7.71606
732826340	7.34182
732826350	5.94683
732826360	7.01648
732826370	6.86918
732826380	5.76905
732826390	6.43304
732826400	5.23311
732826410	4.41833
732826420	3.81462
732826430	3.96709
732826440	3.89247
732826450	3.86637
732826460	3.65219
732826470	2.76528
732826480	4.43272
732826490	7.75082
732826500	7.75335
732826510	5.92043
732826520	8.77287
732826530	1.76429
732826540	3.58776
732826550	4.99079
732826560	5.54074
732826570	4.58589
732826580	6.1871
732826590	5.1903
732826600	4.48281
732826610	4.92852
732826620	6.43575
732826630	7.1022
732826640	6.40404
732826650	9.40428
732826660	12.164
732826670	8.95854
732826680	7.32255
732826690	10.2912
732826700	11.126
732826710	13.178
732826720	15.3378
732826730	12.6303
732826740	13.8352
732826750	9.63746
732826760	10.0979
732826770	10.7541
732826780	11.0419
732826790	13.1448
732826800	85.7814
732826810	18.2378
732826820	17.9617
732826830	83.6988
732826840	14.7978
732826850	14.6104
732826860	15.1591
732826870	14.9576
732826880	15.3277
732826890	17.2172
732826900	17.5434
732826910	16.5119
732826920	17.0727
732826930	17.4427
732826940	17.9031
732826950	18.467
732826960	18.3029
732826970	19.0225
732826980	19.1393
732826990	19.731
732827000	19.4535
732827010	20.2061
732827020	20.2536
732827030	20.5836
732827040	21.1676
732827050	21.7229
732827060	22.8493
732827070	23.5246
732827080	24.5786
732827090	22.7524
732827100	22.9356
732827110	23.452
732827120	23.9601
732827130	24.1723
732827140	24.428
732827150	24.8884
732827160	24.822
732827170	25.2116
732827180	25.7242
732827190	25.9001
732827200	26.4177
732827210	26.8946
732827220	26.8367
732827230	27.0795
732827240	27.5752
732827250	28.2984
732827260	28.0932
732827270	28.2139
732827280	28.3214
732827290	28.8617
732827300	29.0121
732827310	29.1577
732827320	29.7761
732827330	29.5005
732827340	30.4654
732827350	30.8826
732827360	31.4374
732827370	31.9041
732827380	33.0582
732827390	33.2161
732827400	33.4393
732827410	33.6434
732827420	32.7913
732827430	32.9255
732827440	33.902
732827450	34.0637
732827460	35.1904
732827470	31.8615
732827480	32.1591
732827490	32.4281
732827500	32.4728
732827510	32.6533
732827520	32.7356
732827530	33.3689
732827540	33.3048
732827550	33.597
732827560	33.8883
732827570	33.9315
732827580	34.3743
732827590	34.2087
732827600	34.5408
732827610	34.7892
732827620	34.5921
732827630	35.1059
732827640	35.2129
732827650	35.4596
732827660	35.4418
732827670	35.4312
732827680	35.9647
732827690	35.5999
732827700	35.7675
732827710	35.815
732827720	36.1378
732827730	36.8798
732827740	37.2707
732827750	37.0278
732827760	37.1939
732827770	36.9826
732827780	37.5992
732827790	36.8733
732827800	37.0441
732827810	37.2328
732827820	36.7049
732827830	36.5868
732827840	35.9911
732827850	36.3404
732827860	36.5072
732827870	36.7596
732827880	37.2066
732827890	36.9474
732827900	37.5589
732827910	35.6201
732827920	35.5183
732827930	35.6244
732827940	37.3667
732827950	37.2226
732827960	37.4621
732827970	37.4385
732827980	36.9924
732827990	36.865
732828000	37.3246
732828010	37.2441
732828020	37.2115
732828030	37.0651
732828040	36.8579
732828050	36.9753
732828060	36.9939
732828070	36.999
732828080	36.8113
732828090	36.4555
732828100	36.4351
732828110	36.2957
732828120	36.33
732828130	36.3131
732828140	35.9792
732828150	36.0799
732828160	35.8577
732828170	35.9479
732828180	35.8586
732828190	36.1953
732828200	36.1554
732828210	36.1318
732828220	34.7015
732828230	34.9549
732828240	34.3097
732828250	34.3124
732828260	34.0628
732828270	34.0205
732828280	33.871
732828290	34.632
732828300	35.3901
732828310	35.4919
732828320	35.0195
732828330	34.7146
732828340	34.8148
732828350	34.5564
732828360	33.8171
732828370	34.4079
732828380	33.1654
732828390	33.0733
732828400	33.1773
732828410	33.5599
732828420	33.0887
732828430	32.8135
732828440	30.6138
732828450	30.6283
732828460	30.1189
732828470	29.7999
732828480	29.4041
732828490	29.8111
732828500	29.4479
732828510	29.2595
732828520	28.8055
732828530	28.3371
732828540	28.415
732828550	28.2772
732828560	27.6839
732828570	27.183
732828580	26.8062
732828590	26.5467
732828600	26.3938
732828610	25.9818
732828620	25.4098
732828630	94.854
732828640	91.1676
732828650	83.867
732828660	25.4045
732828670	25.1695
732828680	24.8201
732828690	24.4457
732828700	23.9901
732828710	23.6598
732828720	23.5496
732828730	23.3717
732828740	22.5892
732828750	23.0511
732828760	22.3986
732828770	21.8017
732828780	21.7607
732828790	21.7019
732828800	20.8951
732828810	20.8993
732828820	20.3071
732828830	19.2575
732828840	18.7472
732828850	18.3477
732828860	18.586
732828870	18.9767
732828880	18.2202
732828890	17.9714
732828900	16.7791
732828910	16.7774
732828920	15.5358
732828930	16.3966
732828940	16.1252
732828950	15.7016
732828960	15.5605
732828970	15.0126
732828980	14.5613
732828990	14.1701
732829000	13.8669
732829010	13.2677
732829020	12.8554
732829030	12.4594
732829040	12.1429
732829050	11.7136
732829060	11.4675
732829070	10.8253
732829080	10.7632
732829090	10.0684
732829100	9.70893
732829110	9.33344
732829120	8.92982
732829130	8.64442
732829140	8.11553
732829150	7.73639
732829160	7.39411
732829170	6.81505
732829180	6.49412
732829190	6.57981
732829200	5.57445
732829210	5.24368
732829220	4.9682
732829230	4.28482
732829240	4.06809
732829250	3.62979
732829260	3.19729
732829270	2.95948
732829280	2.29301
732829290	2.40796
732829300	1.59731
732829310	1.86171
732829320	0.952394
732829330	1.36155
732829340	2.0056
732829350	2.19765
732829360	2.44212
732829370	2.92174
732829380	2.79033
732829390	2.74219
732829400	3.6069
732829410	4.88131
732829420	4.65363
732829430	4.34705
732829440	4.53847
732829450	5.08268
732829460	5.24141
732829470	6.71855
732829480	8.23753
732829490	8.75972
732829500	8.84769
732829510	9.85855
732829520	9.43324
732829530	10.0339
732829540	10.7434
732829550	11.0825
732829560	11.7874
732829570	11.2681
732829580	12.3485
732829590	13.3392
732829600	14.093
732829610	12.4067
732829620	13.1527
732829630	13.3006
732829640	13.8406
732829650	14.5339
732829660	15.6594
732829670	15.7508
732829680	15.5949
732829690	16.1717
732829700	16.5962
732829710	16.7493
732829720	17.0461
732829730	17.0451
732829740	17.6943
732829750	18.4842
732829760	19.1378
732829770	20.6921
732829780	20.7187
732829790	20.7748
732829800	18.8527
732829810	20.1339
732829820	20.8378
732829830	21.1378
732829840	21.6302
732829850	21.2449
732829860	21.6794
732829870	22.8449
732829880	22.6893
732829890	23.0486
732829900	22.4693
732829910	22.9104
732829920	23.5061
732829930	22.1638
732829940	22.5175
732829950	23.0099
732829960	23.1505
732829970	23.6845
732829980	24.0286
732829990	24.0647
732830000	23.8865
732830010	24.6487
732830020	24.9336
732830030	24.0588
732830040	24.7369
732830050	24.815
732830060	25.1423
732830070	26.7834
732830080	26.7335
732830090	27.4386
732830100	27.3987
732830110	26.6088
732830120	26.7892
732830130	27.2172
732830140	27.7552
732830150	27.8469
732830160	28.259
732830170	28.4944
732830180	28.1927
732830190	28.7122
732830200	29.2043
732830210	29.4059
732830220	29.4601
732830230	29.9501
732830240	29.9783
732830250	30.0409
732830260	30.4253
732830270	30.3912
732830280	33.3698
732830290	33.7974
732830300	33.1397
732830310	33.4448
732830320	33.4861
732830330	33.4328
732830340	34.3478
732830350	34.6823
732830360	35.0703
732830370	34.9418
732830380	35.2269
732830390	34.864
732830400	36.4239
732830410	36.7013
732830420	36.339
732830430	36.4653
732830440	37.0162
732830450	36.4918
732830460	36.6987
732830470	36.9514
732830480	36.5648
732830490	36.5348
732830500	37.813
732830510	37.9715
732830520	37.8823
732830530	37.6458
732830540	37.8557
732830550	37.9949
732830560	38.9644
732830570	39.4737
732830580	39.1953
732830590	39.5707
732830600	38.6256
732830610	37.8066
732830620	37.904
732830630	37.8934
732830640	38.4468
732830650	37.6455
732830660	38.0737
732830670	37.9912
732830680	38.1801
732830690	37.997
732830700	38.5796
732830710	37.9223
732830720	38.2695
732830730	38.2434
732830740	37.5921
732830750	37.5493
732830760	37.9391
732830770	38.661
732830780	37.4822
732830790	37.2676
732830800	38.1272
732830810	38.2225
732830820	38.131
732830830	38.1875
732830840	38.7598
732830850	38.473
732830860	38.3425
732830870	37.6674
732830880	37.7268
732830890	37.2566
732830900	37.1038
732830910	36.4873
732830920	36.3038
732830930	35.9326
732830940	35.961
732830950	36.5116
732830960	36.7017
732830970	36.6553
732830980	36.6333
732830990	35.7392
732831000	36.06
732831010	35.4321
732831020	35.2399
732831030	35.4383
732831040	36.4021
732831050	36.7248
732831060	35.3621
732831070	34.3436
732831080	33.2846
732831090	33.4075
732831100	33.3486
732831110	33.3491
732831120	32.4635
732831130	33.3951
732831140	31.85
732831150	31.8633
732831160	31.6524
732831170	31.4034
732831180	31.8599
732831190	32.7079
732831200	32.3038
732831210	32.1927
732831220	32.5456
732831230	31.2642
732831240	30.8335
732831250	30.6104
732831260	30.7101
732831270	30.8562
732831280	30.5381
732831290	29.8839
732831300	29.7673
732831310	29.8114
732831320	29.5504
732831330	29.1955
732831340	29.3487
732831350	28.8519
732831360	28.3763
732831370	27.96
732831380	27.6007
732831390	28.069
732831400	27.2414
732831410	27.8644
732831420	27.3359
732831430	27.0516
732831440	26.7183
732831450	26.4971
732831460	26.4432
732831470	25.733
732831480	26.0298
732831490	25.6472
732831500	25.489
732831510	25.1896
732831520	24.9271
732831530	24.8624
732831540	24.3723
732831550	24.1549
732831560	23.8079
732831570	23.6907
732831580	23.4626
732831590	22.7176
732831600	22.5401
732831610	22.3369
732831620	22.389
732831630	21.9929
732831640	21.3243
732831650	20.1884
732831660	19.1839
732831670	18.806
732831680	18.8266
732831690	19.5379
732831700	19.0524
732831710	18.236
732831720	17.2662
732831730	16.8607
732831740	16.8816
732831750	16.8878
732831760	15.979
732831770	15.4272
732831780	15.3741
732831790	14.8096
732831800	14.0683
732831810	13.3764
732831820	13.9799
732831830	14.233
732831840	13.5909
732831850	13.3915
732831860	12.4188
732831870	11.3415
732831880	11.2575
732831890	11.6127
732831900	11.3038
732831910	11.6383
732831920	11.9423
732831930	9.42814
732831940	9.14867
732831950	8.62511
732831960	8.53315
732831970	7.80258
732831980	8.06937
732831990	7.59407
732832000	6.89
732832010	6.37464
732832020	5.68112
732832030	5.96473
732832040	5.53243
732832050	5.5512
732832060	5.33123
732832070	3.7912
732832080	3.62674
732832090	4.43529
732832100	4.59711
732832110	3.74615
732832120	2.43917
732832130	3.65101
732832140	5.75194
732832150	3.23226
732832160	2.08694
732832170	1.13349
732832180	1.25652
732832190	1.31744
732832200	1.61282
732832210	1.7417
732832220	2.15331
732832230	2.52675
732832240	3.46024
732832250	3.28545
732832260	4.2179
732832270	4.50359
732832280	5.04894
732832290	4.97614
732832300	5.63733
732832310	6.33305
732832320	6.95266
732832330	6.52068
732832340	7.02138
732832350	7.64894
732832360	8.34729
732832370	9.46191
732832380	9.18654
732832390	10.1642
732832400	11.127
732832410	11.0429
732832420	11.106
732832430	11.7732
732832440	19.8959
732832510	12.8762
732832520	13.4051
732832530	13.5491
732832540	14.6573
732832550	15.2042
732832560	15.4409
732832570	16.319
732832580	16.9351
732832590	16.8902
732832600	17.9531
732832610	18.0074
732832620	17.8768
732832630	18.436
732832640	18.5309
732832650	19.1309
732832660	19.4696
732832670	20.171
732832680	22.0702
732832690	22.1239
732832700	22.0829
732832710	23.4759
732832720	24.106
732832730	25.5461
732832740	21.3126
732832750	21.2872
732832760	22.4526
732832770	22.4342
732832780	22.8115
732832790	22.3833
732832800	22.9993
732832810	23.4525
732832820	57.5334
732832830	46.633
732832840	46.9602
732832850	47.3616
732832860	47.3274
